Q4757734|P227|"131600915"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349574|P227|"128733292"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570322|P227|"131564412"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570325|P227|"171260678"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q17517174|P227|"124293921"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q23091453|P227|"128651520"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570538|P227|"124950582"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q23039774|P227|"171827759"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570124|P227|"170755258"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q4799511|P227|"170017869"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q4802495|P227|"120076772"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q4802507|P227|"128635428"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q16844078|P227|"114054754"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349326|P227|"124432891"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q2869002|P227|"120822601"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q25712715|P227|"170225216"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q4830254|P227|"128553928"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349925|P227|"132649187"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q28859693|P227|"170810348"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q19866557|P227|"130596809"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q2221715|P227|"13043504X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349930|P227|"129674370"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570771|P227|"171354222"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570754|P227|"170061345"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349427|P227|"128635207"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5028080|P227|"129251674"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5040075|P227|"143460943"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5041664|P227|"128843551"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q17385713|P227|"129177822"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570162|P227|"17131803X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570216|P227|"171665503"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q28086064|P227|"170338509"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570157|P227|"17130635X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5079865|P227|"129335088"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q1065620|P227|"170014169"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5079137|P227|"128889950"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29571128|P227|"171781023"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570946|P227|"170301095"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q17183513|P227|"1012858766"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q2965305|P227|"113121814"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q19667558|P227|"114682887"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q3675843|P227|"129927783"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q2978300|P227|"133405761"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5133078|P227|"135701635"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5144971|P227|"170345998"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5147682|P227|"170118983"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q368982|P227|"170060039"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q17349889|P227|"129940542"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q3013871|P227|"124943071"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q16981250|P227|"139950680"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5224616|P227|"128596120"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5230951|P227|"124755992"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q4088083|P227|"128590645"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q15126316|P227|"123981263"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q15126426|P227|"131379267"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5235801|P227|"124149510"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q21427607|P227|"123364469"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5237978|P227|"122741358"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q20630895|P227|"171856953"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5240597|P227|"129158402"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q27947683|P227|"17008874X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q18326247|P227|"124747973"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q21266384|P227|"131521403"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349943|P227|"171238605"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349939|P227|"170445925"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5248533|P227|"128473835"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29350020|P227|"114105030"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q4310012|P227|"108471322"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q16255956|P227|"171699343"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q21258466|P227|"170929817"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570146|P227|"137850123"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570716|P227|"124744478"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5314416|P227|"136246834"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5340661|P227|"128755024"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q6230134|P227|"12837974X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5345972|P227|"128732326"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570164|P227|"129696021"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570137|P227|"170759350"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349938|P227|"123520371"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570757|P227|"170734455"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q21757626|P227|"170425851"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q3052928|P227|"171223470"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349909|P227|"130269735"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q20807008|P227|"17013511X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q15127191|P227|"170071537"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570224|P227|"122916433"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570336|P227|"170459330"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570711|P227|"137620659"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5402307|P227|"123812968"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q16999928|P227|"170297896"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5450670|P227|"122163435"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5478964|P227|"121476057"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5481749|P227|"128835133"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q28823369|P227|"123909104"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q3081523|P227|"113696620"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570324|P227|"133138380"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q21062146|P227|"120487470"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5487444|P227|"129772054"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5485737|P227|"129325228"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q1001839|P227|"124073956"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q2660499|P227|"124154840"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570722|P227|"131828061"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5522921|P227|"124942180"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q23771891|P227|"131523384"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q19879758|P227|"17000337X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5525144|P227|"124255841"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570701|P227|"171505441"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5541802|P227|"170484882"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q15126695|P227|"128747773"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5548811|P227|"133162273"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5563834|P227|"131507788"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q23772452|P227|"12873325X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q4516788|P227|"114886105"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349558|P227|"124735576"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570342|P227|"124935400"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q18631363|P227|"170488985"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5613668|P227|"124320945"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570906|P227|"129060518"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q3439052|P227|"110135679"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5621939|P227|"114301735"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5626020|P227|"128859016"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570129|P227|"124571123"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q5670161|P227|"130041467"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29570382|P227|"13045317X"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q29349913|P227|"170130975"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
Q11127358|P227|"128450282"|S1476|en:"Via P2428 lookup, derived from ZBW's RAS-GND authors mapping"|S854|"https://github.com/zbw/repec-ras/blob/master/doc/RAS-GND-author-id-mapping.md"
